representation_id,Bc,Bf,threads,groups,block,kernel,ms
REP_0027,26,6,4,4194304,4,ID_FULL,30.362200000000001
REP_0027,26,6,4,4194304,4,MAP_LUT8,30.774700000000003
REP_0027,26,6,4,4194304,5,ID_FULL,30.394649999999999
REP_0027,26,6,4,4194304,5,MAP_LUT8,31.060299999999998
REP_0027,26,6,4,4194304,6,ID_FULL,30.083750000000002
REP_0027,26,6,4,4194304,6,MAP_LUT8,31.248649999999998
REP_0027,26,6,4,4194304,7,ID_FULL,31.321750000000002
REP_0027,26,6,4,4194304,7,MAP_LUT8,31.393250000000002
REP_0027,26,6,4,4194304,8,ID_FULL,30.930949999999999
REP_0027,26,6,4,4194304,8,MAP_LUT8,31.906349999999996
REP_0027,26,6,4,4194304,9,ID_FULL,30.508749999999999
REP_0027,26,6,4,4194304,9,MAP_LUT8,33.008400000000002
REP_0027,26,6,4,4194304,10,ID_FULL,29.879199999999997
REP_0027,26,6,4,4194304,10,MAP_LUT8,31.522349999999999
REP_0027,26,6,4,4194304,11,ID_FULL,29.58905
REP_0027,26,6,4,4194304,11,MAP_LUT8,31.159100000000002
REP_0027,26,6,4,4194304,12,ID_FULL,30.070399999999999
REP_0027,26,6,4,4194304,12,MAP_LUT8,31.811
REP_0027,26,6,4,4194304,13,ID_FULL,30.573050000000002
REP_0027,26,6,4,4194304,13,MAP_LUT8,31.392899999999997
REP_0027,26,6,4,4194304,14,ID_FULL,30.519100000000002
REP_0027,26,6,4,4194304,14,MAP_LUT8,31.741849999999999
REP_0027,26,6,4,4194304,15,ID_FULL,30.594149999999999
REP_0027,26,6,4,4194304,15,MAP_LUT8,31.081150000000001
REP_0027,26,6,8,4194304,1,ID_FULL,16.795050000000003
REP_0027,26,6,8,4194304,1,MAP_LUT8,17.6813
REP_0027,26,6,8,4194304,2,ID_FULL,19.658749999999998
REP_0027,26,6,8,4194304,2,MAP_LUT8,18.17165
REP_0027,26,6,8,4194304,3,ID_FULL,16.822200000000002
REP_0027,26,6,8,4194304,3,MAP_LUT8,16.951049999999999
REP_0027,26,6,8,4194304,4,ID_FULL,21.774349999999998
REP_0027,26,6,8,4194304,4,MAP_LUT8,17.649949999999997
REP_0027,26,6,8,4194304,5,ID_FULL,18.24145
REP_0027,26,6,8,4194304,5,MAP_LUT8,19.042749999999998
REP_0027,26,6,8,4194304,6,ID_FULL,16.362650000000002
REP_0027,26,6,8,4194304,6,MAP_LUT8,18.046399999999998
REP_0027,26,6,8,4194304,7,ID_FULL,16.429600000000001
REP_0027,26,6,8,4194304,7,MAP_LUT8,17.493299999999998
REP_0027,26,6,8,4194304,8,ID_FULL,16.05255
REP_0027,26,6,8,4194304,8,MAP_LUT8,18.677349999999997
REP_0027,26,6,8,4194304,9,ID_FULL,16.787399999999998
REP_0027,26,6,8,4194304,9,MAP_LUT8,16.924599999999998
REP_0027,26,6,8,4194304,10,ID_FULL,16.880600000000001
REP_0027,26,6,8,4194304,10,MAP_LUT8,17.7653
REP_0027,26,6,8,4194304,11,ID_FULL,19.2258
REP_0027,26,6,8,4194304,11,MAP_LUT8,20.582349999999998
REP_0027,26,6,8,4194304,12,ID_FULL,16.1813
REP_0027,26,6,8,4194304,12,MAP_LUT8,18.0916
REP_0027,26,6,8,4194304,13,ID_FULL,19.431350000000002
REP_0027,26,6,8,4194304,13,MAP_LUT8,16.8582
REP_0027,26,6,8,4194304,14,ID_FULL,16.459049999999998
REP_0027,26,6,8,4194304,14,MAP_LUT8,17.886499999999998
REP_0027,26,6,8,4194304,15,ID_FULL,16.555150000000001
REP_0027,26,6,8,4194304,15,MAP_LUT8,19.245750000000001
